total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,status,measured_pass,episode_status,failure_reasons,episode_return,forensic_partial_return,episode_max_drawdown,episode_turnover,requested_sessions,observed_sessions,universe_interpretation,execution_mode,execution_assumption,canonical_execution_available,missing_execution_price_days,unfilled_days,cash_violation_days,weight_violation_days,holding_count_violation_days,odd_lot_issue_days,transaction_cost,alpha_status,compliance_status,canonical_status,submission_status,sizing_price_mode,canonical_sizing_available,day_1_invested_ratio,day_3_invested_ratio,day_5_invested_ratio,complete_episode,candidate,family,episode,split,run_started_at,path
0.11989240864446837,0.009069306405880218,0.11285295965375043,10.61403356836094,0.11989240864446837,0.009069306405880218,0.11285295965375043,10.61403356836094,4878421.737215422,3020733.3991337186,1857688.338081703,2.053748818592665,0.0,4.617461674269235,37,10,99,24,2017-01-03,2017-02-13,1119892408.6444683,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,4878421.737215422,1119892408.6444683,0,0,0,0,0,0,0.19292790806423804,0.07293344570043694,0.8778796122551004,20,24,True,0,0,0,COMPLETE,True,PASS,,0.11989240864446837,,0.009069306405880218,2.119812911672785,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,4878421.737215422,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9077941718190387,0.9120120620339106,0.8920690264584669,True,A0_V3,v3,development_2017_01,development,2026-09-24T03:32:43.243047+00:00,outputs/v4/stage2_verified/runs/A0_V3/development_2017_01
0.045763134536237926,0.02318550770729544,0.10659569503006742,4.462975394566708,0.045763134536237926,0.014692434023221401,0.10645726863071006,4.468606451559745,5032389.680160453,3102158.9369712565,1930230.743189196,2.162409831416602,0.0,0.9994273806501887,26,0,87,24,2017-07-03,2017-08-03,1045763134.536238,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,5032389.680160453,1045763134.536238,0,0,0,0,0,0,0.1939610309486179,0.09325739969727859,0.8724712140640114,20,26,True,0,0,0,COMPLETE,True,PASS,,0.045763134536237926,,0.014692434023221401,2.176953639979829,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,5032389.680160453,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9067369950537583,0.9067426003027215,0.8923391883352257,True,A0_V3,v3,development_2017_07,development,2026-09-24T03:32:44.237420+00:00,outputs/v4/stage2_verified/runs/A0_V3/development_2017_07
0.013774437197641376,0.031127157925398774,0.1465696807635109,1.0506557184369358,0.013774437197641376,0.031127157925398774,0.1465696807635109,1.0506557184369358,5436690.798685519,3300740.0359520395,2135950.762733479,2.2777494955578765,0.0,7.6054664289958405,35,5,94,24,2018-01-02,2018-02-02,1013774437.1976414,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,20,5436690.798685519,1013774437.1976414,0,0,0,0,0,0,0.2066804032271287,0.08690212418623598,0.8746193331691463,20,26,True,0,0,0,COMPLETE,True,PASS,,0.013774437197641376,,0.031127157925398774,2.3163087971593264,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,5436690.798685519,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.908533422007268,0.912287524243549,0.9130245041330785,True,A0_V3,v3,development_2018_01,development,2026-09-24T03:32:45.254948+00:00,outputs/v4/stage2_verified/runs/A0_V3/development_2018_01
0.01956719484872682,0.01896774755892816,0.10993662826003506,1.9041466743991187,0.01956719484872682,0.012036129835171216,0.10791707216296988,1.9378550445977978,4693117.800225984,2887238.1319314204,1805879.6682945634,2.031563644860938,0.0,13.572467280659234,26,7,91,24,2018-07-02,2018-08-02,1019567194.8487269,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,4693117.800225984,1019567194.8487269,0,0,0,0,0,0,0.1982950416923297,0.023539839514316804,0.8835712110869106,20,25,True,0,0,0,COMPLETE,True,PASS,,0.01956719484872682,,0.012036129835171216,2.026132022408014,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,4693117.800225984,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9059592972754191,0.90619496801278,0.9053138438668445,True,A0_V3,v3,development_2018_07,development,2026-09-24T03:32:46.224233+00:00,outputs/v4/stage2_verified/runs/A0_V3/development_2018_07
-0.10037294769222405,0.1333255860672813,0.26163404419676317,-4.1095704335135235,-0.10037294769222405,0.1333255860672813,0.26163404419676317,-4.1095704335135235,1277386.745099652,1277386.745099652,0.0,0.8964117509471243,0.0,2.10125980508676,13,1,22,24,2010-01-04,2010-02-04,899627052.307776,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1277386.745099652,899627052.307776,0,0,0,0,0,0,0.11717710359372827,0.10155439758342791,0.892557054162416,22,22,True,0,0,0,COMPLETE,True,PASS,,-0.10037294769222405,,0.1333255860672813,0.8964117509471243,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1277386.745099652,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.8970282663731599,0.8957755308198365,0.8947600967379075,True,A1,momentum,development_2010_01,development,2026-09-24T03:32:47.825526+00:00,outputs/v4/stage2_verified/runs/A1/development_2010_01
0.09402872852114097,0.00830250354123363,0.11619964710284178,8.190946510425348,0.09402872852114097,0.008211324593908498,0.11757458736788871,8.096471940289483,1294726.7437517948,1294726.7437517948,0.0,0.9085801710538913,0.0,23.31111111111111,11,2,22,24,2010-07-01,2010-08-03,1094028728.521141,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1294726.7437517948,1094028728.521141,0,0,0,0,0,0,0.09007913462157331,0.08321089490909998,0.9139662443088944,22,22,True,0,0,0,COMPLETE,True,PASS,,0.09402872852114097,,0.008211324593908498,0.9085801710538913,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1294726.7437517948,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9099208653784266,0.9119177568662036,0.9128051396909201,True,A1,momentum,development_2010_07,development,2026-09-24T03:32:49.189417+00:00,outputs/v4/stage2_verified/runs/A1/development_2010_07
-0.07893109953126809,0.08174326122418529,0.2423313415454083,-3.4389105441560344,-0.07893109953126809,0.08174326122418529,0.2423313415454083,-3.4389105441560344,1314252.3447408015,1314252.3447408015,0.0,0.9222823471865274,0.0,0.8257101304188459,5,0,22,24,2011-01-03,2011-02-11,921068900.4687319,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1314252.3447408015,921068900.4687319,0,0,0,0,0,0,0.08295079817573929,0.07617012941170516,0.9218467906491933,22,22,True,0,0,0,COMPLETE,True,PASS,,-0.07893109953126809,,0.08174326122418529,0.9222823471865274,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1314252.3447408015,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9238298705882948,0.920587641480479,0.9195481286574327,True,A1,momentum,development_2011_01,development,2026-09-24T03:32:50.563161+00:00,outputs/v4/stage2_verified/runs/A1/development_2011_01
0.03020946050314488,0.024795354749506893,0.13742279415099767,2.341122740199908,0.03020946050314488,0.02030601244623209,0.1486161161893114,2.1751554095963854,1302003.8322372695,1302003.8322372695,0.0,0.9136868998156275,0.0,1.624981368821944,13,1,22,24,2011-07-01,2011-08-03,1030209460.503145,0,0,0,21,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,21,1,1302003.8322372695,1030209460.503145,0,0,0,0,0,0,0.08686725178226841,0.08215397606906326,0.9153854788621794,22,22,True,21,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,0.03020946050314488,,0.02030601244623209,0.9136868998156275,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,22,1302003.8322372695,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9149176724128398,0.9151061570162357,0.9152866525417876,True,A1,momentum,development_2011_07,development,2026-09-24T03:32:51.946914+00:00,outputs/v4/stage2_verified/runs/A1/development_2011_07
0.1738776449668975,0.011820018145366484,0.16819631292410403,10.121176291182898,0.1738776449668975,0.011820018145366484,0.16819631292410403,10.121176291182898,1280847.865214241,1280847.865214241,0.0,0.8988406071678882,0.0,13.444444444444445,20,6,22,24,2012-01-02,2012-02-13,1173877644.9668975,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1280847.865214241,1173877644.9668975,0,0,0,0,0,0,0.10043673770772721,0.08508428914643311,0.9065180404078007,22,22,True,0,0,0,COMPLETE,True,PASS,,0.1738776449668975,,0.011820018145366484,0.8988406071678882,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1280847.865214241,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.8995632622922728,0.9016165921068513,0.9022691295125236,True,A1,momentum,development_2012_01,development,2026-09-24T03:32:53.120201+00:00,outputs/v4/stage2_verified/runs/A1/development_2012_01
0.02408313099961834,0.03965546084498528,0.11405371982892006,2.2464887649276526,0.02408313099961834,0.026526116702364932,0.11099694852308567,2.305412887977559,1296910.9865409976,1296910.9865409976,0.0,0.9101129730112261,0.0,1.8641923749689806,14,5,22,24,2012-07-02,2012-08-03,1024083130.9996183,0,0,0,17,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,17,1,1296910.9865409976,1024083130.9996183,0,0,0,0,0,0,0.09097151045397917,0.08736399328316223,0.910927103138071,22,22,True,17,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,0.02408313099961834,,0.026526116702364932,0.9101129730112261,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,18,1296910.9865409976,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9112105290832316,0.9125520949536818,0.9123420089207507,True,A1,momentum,development_2012_07,development,2026-09-24T03:32:54.473902+00:00,outputs/v4/stage2_verified/runs/A1/development_2012_07
0.03462590917145514,0.03305816785882609,0.13071753929398733,2.798990293362097,0.03462590917145514,0.03305816785882609,0.13071753929398733,2.798990293362097,1313370.203390844,1313370.203390844,0.0,0.9216633006251538,0.0,3.7999256536285158,20,3,22,24,2013-01-02,2013-02-04,1034625909.1714551,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1313370.203390844,1034625909.1714551,0,0,0,0,0,0,0.07878795649224395,0.07444558317038157,0.9232870684051063,22,22,True,0,0,0,COMPLETE,True,PASS,,0.03462590917145514,,0.03305816785882609,0.9216633006251538,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1313370.203390844,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.922715032554269,0.9225313328349201,0.9226186022751105,True,A1,momentum,development_2013_01,development,2026-09-24T03:32:55.763738+00:00,outputs/v4/stage2_verified/runs/A1/development_2013_01
0.08169749720395258,0.026200703251721746,0.14869684807483852,5.625493802458788,0.08169749720395258,0.022911552227069865,0.14075406856235992,5.935116060937308,1290636.0326405931,1290636.0326405931,0.0,0.9057094965898899,0.0,1.0931997412525336,13,1,22,24,2013-07-01,2013-08-01,1081697497.2039526,0,0,0,11,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,11,1,1290636.0326405931,1081697497.2039526,0,0,0,0,0,0,0.09403987149007746,0.08648172382129526,0.9099563561378319,22,22,True,11,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,0.08169749720395258,,0.022911552227069865,0.9057094965898899,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,12,1290636.0326405931,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9069934377662685,0.9064877572916772,0.9072271216361812,True,A1,momentum,development_2013_07,development,2026-09-24T03:32:57.137648+00:00,outputs/v4/stage2_verified/runs/A1/development_2013_07
-0.008236275667229398,0.03730156161653175,0.11240151737644886,-0.7183167207456942,-0.008236275667229398,0.03730156161653175,0.11240151737644886,-0.7183167207456942,1303896.4878306435,1303896.4878306435,0.0,0.9150150791793986,0.0,20.0036826863523,13,3,22,24,2014-01-02,2014-02-12,991763724.3327706,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1303896.4878306435,991763724.3327706,0,0,0,0,0,0,0.08630876597520534,0.0830893142231344,0.9158023865268269,22,22,True,0,0,0,COMPLETE,True,PASS,,-0.008236275667229398,,0.03730156161653175,0.9150150791793986,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1303896.4878306435,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9162561153579436,0.9155023245899894,0.916516849462011,True,A1,momentum,development_2014_01,development,2026-09-24T03:32:58.479180+00:00,outputs/v4/stage2_verified/runs/A1/development_2014_01
-0.04864337129700502,0.0758319304415761,0.18970482266962393,-2.6662410683245845,-0.04864337129700502,0.06174647129700506,0.17665965740885484,-2.875942803665532,1306226.042518657,1306226.042518657,0.0,0.9166498543990576,0.0,3.7900844955716178,12,1,22,24,2014-07-01,2014-08-04,951356628.702995,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1306226.042518657,951356628.702995,0,0,0,0,0,0,0.0887759729652045,0.08248093078485078,0.9149209414499634,22,22,True,0,0,0,COMPLETE,True,PASS,,-0.04864337129700502,,0.06174647129700506,0.9166498543990576,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1306226.042518657,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9175190692151493,0.9171238605895782,0.9161612752374209,True,A1,momentum,development_2014_07,development,2026-09-24T03:32:59.858233+00:00,outputs/v4/stage2_verified/runs/A1/development_2014_07
-0.008572873273165915,0.030659914550385414,0.11456670148809468,-0.7339228583015991,-0.008572873273165915,0.030659914550385414,0.11456670148809468,-0.7339228583015991,1290523.8891222624,1290523.8891222624,0.0,0.9056307993840436,0.0,7.732394366197183,16,4,22,24,2015-01-05,2015-02-05,991427126.726834,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1290523.8891222624,991427126.726834,0,0,0,0,0,0,0.09589722202128809,0.09295702138849606,0.9059310986557096,22,22,True,0,0,0,COMPLETE,True,PASS,,-0.008572873273165915,,0.030659914550385414,0.9056307993840436,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1290523.8891222624,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.907042978611504,0.9053475393395248,0.9067824829337807,True,A1,momentum,development_2015_01,development,2026-09-24T03:33:01.289873+00:00,outputs/v4/stage2_verified/runs/A1/development_2015_01
-0.06613988046076114,0.08785475102551044,0.1756444639825598,-3.9999725121377585,-0.06613988046076114,0.08174085551469046,0.16840089764585234,-4.179005230725553,1298510.8374758177,1298510.8374758177,0.0,0.9112356754216263,0.0,1.348700343305542,14,2,22,24,2015-07-01,2015-08-04,933860119.5392388,0,0,0,4,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,4,1,1298510.8374758177,933860119.5392388,0,0,0,0,0,0,0.09574794766181614,0.08733603555878368,0.908243779856596,22,22,True,4,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,-0.06613988046076114,,0.08174085551469046,0.9112356754216263,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,5,1298510.8374758177,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9121260127960071,0.9123557349753965,0.9111283580818498,True,A1,momentum,development_2015_07,development,2026-09-24T03:33:02.678761+00:00,outputs/v4/stage2_verified/runs/A1/development_2015_07
-0.0033491289845565264,0.057404908984556524,0.16470362141564757,-0.13495796676412083,-0.0033491289845565264,0.057404908984556524,0.16470362141564757,-0.13495796676412083,1266877.05799535,1266877.05799535,0.0,0.8890365319265614,0.0,79.0754716981132,17,7,22,24,2016-01-04,2016-02-15,996650871.0154434,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1266877.05799535,996650871.0154434,0,0,0,0,0,0,0.11637721441692317,0.11006521361254466,0.8872805354072283,22,22,True,0,0,0,COMPLETE,True,PASS,,-0.0033491289845565264,,0.057404908984556524,0.8890365319265614,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1266877.05799535,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.8894008592790534,0.8895993332605581,0.8885041413336706,True,A1,momentum,development_2016_01,development,2026-09-24T03:33:04.102576+00:00,outputs/v4/stage2_verified/runs/A1/development_2016_01
0.06311456839521878,0.018443599373686226,0.13220247356408335,4.930389188310563,0.06311456839521878,0.01843494964664627,0.13195902839754803,4.939228534348743,1302257.4515963795,1302257.4515963795,0.0,0.9138648783132486,0.0,0.7223738520602275,14,0,22,24,2016-07-01,2016-08-04,1063114568.3952187,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1302257.4515963795,1063114568.3952187,0,0,0,0,0,0,0.08589017536575642,0.08014822726261256,0.9174771506033916,22,22,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,0.06311456839521878,,0.01843494964664627,0.9138648783132486,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,1,1302257.4515963795,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9150896052921498,0.9154535128297203,0.9147946318891812,True,A1,momentum,development_2016_07,development,2026-09-24T03:33:05.503499+00:00,outputs/v4/stage2_verified/runs/A1/development_2016_07
0.13994124631883698,0.009012448836588804,0.11581583701682613,11.962236863561639,0.13994124631883698,0.009012448836588804,0.11581583701682613,11.962236863561639,1289460.1325567637,1289460.1325567637,0.0,0.9048843035486062,0.0,3.463532104845029,20,6,22,24,2017-01-03,2017-02-13,1139941246.318837,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1289460.1325567637,1139941246.318837,0,0,0,0,0,0,0.09411973588490112,0.08230795808277488,0.9109884760224661,22,22,True,0,0,0,COMPLETE,True,PASS,,0.13994124631883698,,0.009012448836588804,0.9048843035486062,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1289460.1325567637,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9058802641150989,0.9076554855587019,0.9069969703554,True,A1,momentum,development_2017_01,development,2026-09-24T03:33:06.964704+00:00,outputs/v4/stage2_verified/runs/A1/development_2017_01
0.05003351230201214,0.021968063749729927,0.11266291793886417,4.608749767541889,0.05003351230201214,0.01646510383160049,0.11599086303048187,4.479616168760171,1288621.6177880173,1288621.6177880173,0.0,0.9042958721319416,0.0,0.3685985209335407,12,0,22,24,2017-07-03,2017-08-03,1050033512.3020121,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1288621.6177880173,1050033512.3020121,0,0,0,0,0,0,0.09653622008730608,0.09008310126326952,0.9069420028437241,22,22,True,0,0,0,COMPLETE,True,PASS,,0.05003351230201214,,0.01646510383160049,0.9042958721319416,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1288621.6177880173,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9055450423934057,0.9044594692472743,0.9034637799126939,True,A1,momentum,development_2017_07,development,2026-09-24T03:33:08.370411+00:00,outputs/v4/stage2_verified/runs/A1/development_2017_07
0.010414018931657498,0.02601064336303327,0.10879090667382821,1.0522992259430117,0.010414018931657498,0.02601064336303327,0.10879090667382821,1.0522992259430117,1297427.2367100762,1297427.2367100762,0.0,0.9104752538316324,0.0,0.8801364211452776,14,0,22,24,2018-01-02,2018-02-02,1010414018.9316574,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,1,1297427.2367100762,1010414018.9316574,0,0,0,0,0,0,0.08795433340195649,0.08547402378560928,0.9131781413698632,22,22,True,0,0,0,COMPLETE,True,PASS,,0.010414018931657498,,0.02601064336303327,0.9104752538316324,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,0,1297427.2367100762,DESCRIPTIVE_COMPLETE,PASS_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9120456665980435,0.9141867009005618,0.9145259762143907,True,A1,momentum,development_2018_01,development,2026-09-24T03:33:09.832005+00:00,outputs/v4/stage2_verified/runs/A1/development_2018_01
0.0006598663031127661,0.029957739432785235,0.1080717405410726,0.11592102532765336,0.0006598663031127661,0.02501118574278527,0.10887269370222157,0.11579726995002901,1297124.3689659424,1297124.3689659424,0.0,0.9102627150638192,0.0,7.8328064629434495,14,3,22,24,2018-07-02,2018-08-02,1000659866.3031129,0,0,0,18,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,18,1,1297124.3689659424,1000659866.3031129,0,0,0,0,0,0,0.09117145114430475,0.08825006467374445,0.9105270800696648,22,22,True,18,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,0.0006598663031127661,,0.02501118574278527,0.9102627150638192,24,24,COMPETITION_UNIVERSE_STRESS_TEST,official_average,OFFICIAL_DAILY_AVERAGE,True,0,0,0,0,0,19,1297124.3689659424,DESCRIPTIVE_COMPLETE,FAIL_MEASURED,AVAILABLE,BLOCK_SUBMISSION,official_close,True,0.9110007425882359,0.9101117222504532,0.9089709421286782,True,A1,momentum,development_2018_07,development,2026-09-24T03:33:11.238847+00:00,outputs/v4/stage2_verified/runs/A1/development_2018_07
